gene_label,ct_label,as_label,avg_mean_gene_expr,cell_instance_count,dataset_count,as,ct,gene
ABCA9,stromal cell,mesenteric lymph node,3.802716190177033,19,1,http://purl.obolibrary.org/obo/UBERON_0002509,http://purl.obolibrary.org/obo/CL_0000499,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCA9,neuroendocrine cell,lung,3.350485324859619,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/39
ABCA9,"CD8-positive, alpha-beta T cell",heart,3.15923547744751,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/39
ABCA9,keratocyte,eye,2.9574125321404616,2157,7,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0002363,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCA9,fibroblast,eye,2.9017807537445712,55,4,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCA9,mast cell,blood vasculature,2.741252119605523,4,1,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCA9,adipocyte,heart right ventricle,2.727228403091431,10,1,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/39
ABCA9,adipocyte,heart left ventricle,2.727228403091431,10,1,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/39
ABCA9,adipocyte,interventricular septum,2.727228403091431,10,1,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/39
ABCA9,adipocyte,Posteromedial head of posterior papillary muscle of left ventricle,2.727228403091431,10,1,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/39
ABCA9,fibroblast,heart,2.6974349805852005,132078,109,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,fibroblast,blood vasculature,2.680573986607304,2145,2,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCA9,dendritic cell,heart,2.65639853477478,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/39
ABCA9,airway submucosal gland collecting duct epithelial cell,lung,2.539902687072754,4,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033023,http://identifiers.org/hgnc/39
ABCA9,adipocyte,heart,2.428699016571045,21,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/39
ABCA9,mesenchymal stem cell,adipose tissue,2.140508415827817,49,1,http://purl.obolibrary.org/obo/UBERON_0001013,http://purl.obolibrary.org/obo/CL_0000134,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCA9,fibroblast,Posteromedial head of posterior papillary muscle of left ventricle,2.066471974054972,1957,2,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,fibroblast,heart right ventricle,1.884444228627465,15105,12,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,fibroblast,interventricular septum,1.8696244239807125,5580,6,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,alveolar adventitial fibroblast,lung,1.8397745847702027,535,5,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028006,http://identifiers.org/hgnc/39
ABCA9,fibroblast,heart left ventricle,1.8302717447280883,17567,16,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,fibroblast,left cardiac atrium,1.5536019553740819,10053,7,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,fibroblast,right cardiac atrium,1.3554118673006694,2136,3,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,club cell,lung,0.9647440016269684,133,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,http://identifiers.org/hgnc/39
ABCA9,kidney interstitial fibroblast,kidney,0.604241669178009,117,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/39
ABCA9,alveolar adventitial fibroblast,Lateral bronchopulmonary segment,0.4024251699447632,204,1,http://purl.org/sig/ont/fma/fma7361,http://purl.obolibrary.org/obo/CL_4028006,http://identifiers.org/hgnc/39
ABCA9,small intestine goblet cell,small intestine,0.015695001767982,357,1,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_1000495,https://purl.org/ccf/ASCTB-TEMP_abca9
ABCC9,capillary endothelial cell,heart,3.931118488311768,7,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/60
ABCC9,endothelial cell,heart,3.622324228286743,15,2,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/60
ABCC9,macrophage,heart,3.5496554374694824,145,4,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/60
ABCC9,"CD14-low, CD16-positive monocyte",heart,3.463233947753906,5,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002396,http://identifiers.org/hgnc/60
ABCC9,pericyte,heart,3.3113295224838226,415299,321,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
ABCC9,fibroblast,heart,3.20500659942627,35,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/60
ABCC9,adipocyte,heart,3.144569158554077,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/60
ABCC9,cycling macrophage,heart,2.860228061676025,5,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_4033076,http://identifiers.org/hgnc/60
ABCC9,pancreatic PP cell,pancreas,2.3488098382949825,124,1,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0002275,http://identifiers.org/hgnc/60
ABCC9,pancreatic PP cell,pancreas,2.188654880927676,85,1,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0002275,https://purl.org/ccf/ASCTB-TEMP_abcc9
ABCC9,pericyte,right cardiac atrium,1.7846205234527588,3393,6,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
ABCC9,renal interstitial pericyte,kidney,1.75271463394165,69,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/60
ABCC9,kidney interstitial fibroblast,kidney,1.498914957046509,44,2,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/60
ABCC9,pericyte,left cardiac atrium,1.4417414218187332,10373,6,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
ABCC9,pericyte,Posteromedial head of posterior papillary muscle of left ventricle,1.3840988576412203,852,1,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
ABCC9,pericyte,heart right ventricle,1.3289475127194936,44810,9,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
